sep=|
ESTADO|DISTRITO|PARTIDO_CI|CANDIDATURA_PROPIETARIA|CANDIDATURA_SUPLENTE
8|2|PAN-PRD-MC|LUIS JAVIER MENDOZA VALDEZ|GUSTAVO ALBIZTEGUI RODRIGUEZ
8|2|PAN-PRD|LUIS JAVIER MENDOZA VALDEZ|GUSTAVO ALBIZTEGUI RODRIGUEZ
8|2|PAN-MC|LUIS JAVIER MENDOZA VALDEZ|GUSTAVO ALBIZTEGUI RODRIGUEZ
8|2|PRD-MC|LUIS JAVIER MENDOZA VALDEZ|GUSTAVO ALBIZTEGUI RODRIGUEZ
8|2|PT-MORENA-PES|TERESITA DE JESUS VARGAS MERAZ|YALIA NAHARAI ROMERO CHAVEZ
8|2|PT-MORENA|TERESITA DE JESUS VARGAS MERAZ|YALIA NAHARAI ROMERO CHAVEZ
8|2|PT-PES|TERESITA DE JESUS VARGAS MERAZ|YALIA NAHARAI ROMERO CHAVEZ
8|2|MORENA-PES|TERESITA DE JESUS VARGAS MERAZ|YALIA NAHARAI ROMERO CHAVEZ
8|2|CI_01|JURGEN GANSER CARBAJAL|CESAR JAVIER PALACIOS ORTIZ
8|3|PAN|LUCERO NIETO ROMERO|BERTHA ALICIA ALDERETE SOLANO
8|3|PRI|LILIA GUADALUPE MERODIO REZA|LIZBETH ALONSO CARREON
8|3|PRD|LUCERO NIETO ROMERO|BERTHA ALICIA ALDERETE SOLANO
8|3|PVEM|FERNANDO OCTAVIO GARCIA GOMEZ|VICTOR HUGO LOPEZ LOZANO
8|3|PT|CLAUDIA ELENA LASTRA MUÑOZ|DANIELA BEATRIZ CABRERA FERNANDEZ
8|3|MC|LUCERO NIETO ROMERO|BERTHA ALICIA ALDERETE SOLANO
8|3|PANAL|CRISTINA ELENA SAENZ QUEZADA|ALEJANDRA IDALY FLORES FONG
8|3|MORENA|CLAUDIA ELENA LASTRA MUÑOZ|DANIELA BEATRIZ CABRERA FERNANDEZ
8|3|PES|CLAUDIA ELENA LASTRA MUÑOZ|DANIELA BEATRIZ CABRERA FERNANDEZ
8|3|PAN-PRD-MC|LUCERO NIETO ROMERO|BERTHA ALICIA ALDERETE SOLANO
8|3|PAN-PRD|LUCERO NIETO ROMERO|BERTHA ALICIA ALDERETE SOLANO
8|3|PAN-MC|LUCERO NIETO ROMERO|BERTHA ALICIA ALDERETE SOLANO
8|3|PRD-MC|LUCERO NIETO ROMERO|BERTHA ALICIA ALDERETE SOLANO
8|3|PT-MORENA-PES|CLAUDIA ELENA LASTRA MUÑOZ|DANIELA BEATRIZ CABRERA FERNANDEZ
8|3|PT-MORENA|CLAUDIA ELENA LASTRA MUÑOZ|DANIELA BEATRIZ CABRERA FERNANDEZ
8|3|PT-PES|CLAUDIA ELENA LASTRA MUÑOZ|DANIELA BEATRIZ CABRERA FERNANDEZ
8|3|MORENA-PES|CLAUDIA ELENA LASTRA MUÑOZ|DANIELA BEATRIZ CABRERA FERNANDEZ
8|3|CI_01|IVÁN ANTONIO PÉREZ RUIZ|ALFREDO SIERRA CHAVEZ
8|4|PAN|DANIELA SORAYA ÁLVAREZ HERNÁNDEZ|MARTHA AMAYA CARRILLO
8|4|PRI|HIRAM HERNANDEZ ZETINA|CARLOS FLORES MARQUEZ
8|4|PRD|DANIELA SORAYA ÁLVAREZ HERNÁNDEZ|MARTHA AMAYA CARRILLO
8|4|PVEM|BERENICE ABIGAIL VILLEGAS RIVERA|MARIA DEL PILAR REZA GUTIERREZ
8|4|PT|ULISES GARCIA SOTO|CESAR OMAR PEÑA IBARBOL
8|4|MC|DANIELA SORAYA ÁLVAREZ HERNÁNDEZ|MARTHA AMAYA CARRILLO
8|4|PANAL|JESUS MIGUEL GIACOMAN ROMAN|EDGAR MANUEL LOPEZ AVITIA
8|4|MORENA|ULISES GARCIA SOTO|CESAR OMAR PEÑA IBARBOL
8|4|PES|ULISES GARCIA SOTO|CESAR OMAR PEÑA IBARBOL
8|4|PAN-PRD-MC|DANIELA SORAYA ÁLVAREZ HERNÁNDEZ|MARTHA AMAYA CARRILLO
8|4|PAN-PRD|DANIELA SORAYA ÁLVAREZ HERNÁNDEZ|MARTHA AMAYA CARRILLO
8|4|PAN-MC|DANIELA SORAYA ÁLVAREZ HERNÁNDEZ|MARTHA AMAYA CARRILLO
8|4|PRD-MC|DANIELA SORAYA ÁLVAREZ HERNÁNDEZ|MARTHA AMAYA CARRILLO
8|4|PT-MORENA-PES|ULISES GARCIA SOTO|CESAR OMAR PEÑA IBARBOL
8|4|PT-MORENA|ULISES GARCIA SOTO|CESAR OMAR PEÑA IBARBOL
8|4|PT-PES|ULISES GARCIA SOTO|CESAR OMAR PEÑA IBARBOL
8|4|MORENA-PES|ULISES GARCIA SOTO|CESAR OMAR PEÑA IBARBOL
8|4|CI_01|MARIA ANTONIETA PEREZ REYES|MARIA ISABEL QUIROZ JAQUEZ
8|5|PAN|MARIO MATA CARRASCO|LUIS CARLOS GONZALEZ NUÑEZ
8|5|PRI|MARTIN ANTONIO VALDIVIA GONZALEZ|ENRIQUE OCTAVIO SERRATA MARTINEZ
8|5|PRD|MARIO MATA CARRASCO|LUIS CARLOS GONZALEZ NUÑEZ
8|5|PVEM|KARLA CECILIA ARES TERAN|LILIANA LIZZET CARRILLO ARCINIEGA
8|5|PT|ROSARIO GUADALUPE CHAVEZ VALLES|CECILIA GANDARILLA COLLAZO
8|5|MC|MARIO MATA CARRASCO|LUIS CARLOS GONZALEZ NUÑEZ
8|5|PANAL|JULIO NAZARIO AVILES LEAL|GABRIEL MENDOZA SOTO
8|5|MORENA|ROSARIO GUADALUPE CHAVEZ VALLES|CECILIA GANDARILLA COLLAZO
8|5|PES|ROSARIO GUADALUPE CHAVEZ VALLES|CECILIA GANDARILLA COLLAZO
8|5|PAN-PRD-MC|MARIO MATA CARRASCO|LUIS CARLOS GONZALEZ NUÑEZ
8|5|PAN-PRD|MARIO MATA CARRASCO|LUIS CARLOS GONZALEZ NUÑEZ
8|5|PAN-MC|MARIO MATA CARRASCO|LUIS CARLOS GONZALEZ NUÑEZ
8|5|PRD-MC|MARIO MATA CARRASCO|LUIS CARLOS GONZALEZ NUÑEZ
8|5|PT-MORENA-PES|ROSARIO GUADALUPE CHAVEZ VALLES|CECILIA GANDARILLA COLLAZO
8|5|PT-MORENA|ROSARIO GUADALUPE CHAVEZ VALLES|CECILIA GANDARILLA COLLAZO
8|5|PT-PES|ROSARIO GUADALUPE CHAVEZ VALLES|CECILIA GANDARILLA COLLAZO
8|5|MORENA-PES|ROSARIO GUADALUPE CHAVEZ VALLES|CECILIA GANDARILLA COLLAZO
8|6|PAN|MIGUEL ALONSO RIGGS BAEZA|JAIME RICARDO FERNANDEZ HORCASITAS
8|6|PRI|MONICA MELENDEZ RAMIREZ|ROSA MARIA REYES GUTIERREZ
8|6|PRD|MIGUEL ALONSO RIGGS BAEZA|JAIME RICARDO FERNANDEZ HORCASITAS
8|6|PVEM|ALFREDO PEÑA RIVERA|ADOLFO ENRIQUE VISCONTI PACHECO
8|6|PT|MARCELINO GOMEZ BRENES|CARLOS QUIROZ ALVAREZ
8|6|MC|MIGUEL ALONSO RIGGS BAEZA|JAIME RICARDO FERNANDEZ HORCASITAS
8|6|PANAL|CESAR MANUEL CHAVIRA SANCHEZ|LUIS REY HERNANDEZ FRIAS
8|6|MORENA|MARCELINO GOMEZ BRENES|CARLOS QUIROZ ALVAREZ
8|6|PES|MARCELINO GOMEZ BRENES|CARLOS QUIROZ ALVAREZ
8|6|PAN-PRD-MC|MIGUEL ALONSO RIGGS BAEZA|JAIME RICARDO FERNANDEZ HORCASITAS
8|6|PAN-PRD|MIGUEL ALONSO RIGGS BAEZA|JAIME RICARDO FERNANDEZ HORCASITAS
8|6|PAN-MC|MIGUEL ALONSO RIGGS BAEZA|JAIME RICARDO FERNANDEZ HORCASITAS
8|6|PRD-MC|MIGUEL ALONSO RIGGS BAEZA|JAIME RICARDO FERNANDEZ HORCASITAS
8|6|PT-MORENA-PES|MARCELINO GOMEZ BRENES|CARLOS QUIROZ ALVAREZ
8|6|PT-MORENA|MARCELINO GOMEZ BRENES|CARLOS QUIROZ ALVAREZ
8|6|PT-PES|MARCELINO GOMEZ BRENES|CARLOS QUIROZ ALVAREZ
8|6|MORENA-PES|MARCELINO GOMEZ BRENES|CARLOS QUIROZ ALVAREZ
8|7|PAN|RAFAEL FRANCISCO JAIME NUÑEZ|ALFONSO GONZALEZ ALMUINA
8|7|PRI|NEIL MARTIN PEREZ CAMPOS|JORGE ALBERTO FLORES RODRIGUEZ
8|7|PRD|RAFAEL FRANCISCO JAIME NUÑEZ|ALFONSO GONZALEZ ALMUINA
8|7|PVEM|CRISTINA MARTINEZ RASCON|MARIA YESENIA HERNANDEZ GONZALEZ
8|7|PT|ERACLIO RODRIGUEZ GOMEZ|LUIS ARMANDO DOMINGUEZ PRADO
8|7|MC|RAFAEL FRANCISCO JAIME NUÑEZ|ALFONSO GONZALEZ ALMUINA
8|7|PANAL|ERIK CELIS FLORES|SAUL PULIDO ROSAS
8|7|MORENA|ERACLIO RODRIGUEZ GOMEZ|LUIS ARMANDO DOMINGUEZ PRADO
8|7|PES|ERACLIO RODRIGUEZ GOMEZ|LUIS ARMANDO DOMINGUEZ PRADO
8|7|PAN-PRD-MC|RAFAEL FRANCISCO JAIME NUÑEZ|ALFONSO GONZALEZ ALMUINA
8|7|PAN-PRD|RAFAEL FRANCISCO JAIME NUÑEZ|ALFONSO GONZALEZ ALMUINA
8|7|PAN-MC|RAFAEL FRANCISCO JAIME NUÑEZ|ALFONSO GONZALEZ ALMUINA
8|7|PRD-MC|RAFAEL FRANCISCO JAIME NUÑEZ|ALFONSO GONZALEZ ALMUINA
8|7|PT-MORENA-PES|ERACLIO RODRIGUEZ GOMEZ|LUIS ARMANDO DOMINGUEZ PRADO
8|7|PT-MORENA|ERACLIO RODRIGUEZ GOMEZ|LUIS ARMANDO DOMINGUEZ PRADO
8|7|PT-PES|ERACLIO RODRIGUEZ GOMEZ|LUIS ARMANDO DOMINGUEZ PRADO
8|7|MORENA-PES|ERACLIO RODRIGUEZ GOMEZ|LUIS ARMANDO DOMINGUEZ PRADO
8|8|PAN|ALAN JESUS FALOMIR SAENZ|EDUARDO HUMBERTO GAMEROS GARDEA
8|8|PRI|MINERVA CASTILLO RODRIGUEZ|KARLA FAVIOLA ARMENDARIZ LUCERO
8|8|PRD|ALAN JESUS FALOMIR SAENZ|EDUARDO HUMBERTO GAMEROS GARDEA
8|8|PVEM|MANUELA ISELA PORTILLO DÍAZ|GARE ALEJANDRA VALDEZ BARRAZA
8|8|PT|AMERICA VICTORIA AGUILAR GIL|MARIA DEL ROSARIO NEVAREZ CHAVEZ
8|8|MC|ALAN JESUS FALOMIR SAENZ|EDUARDO HUMBERTO GAMEROS GARDEA
8|8|PANAL|FLOR DE MARIA OLVERA MARTINEZ|ESTEFANIA HERRERA SAENZ
8|8|MORENA|AMERICA VICTORIA AGUILAR GIL|MARIA DEL ROSARIO NEVAREZ CHAVEZ
8|8|PES|AMERICA VICTORIA AGUILAR GIL|MARIA DEL ROSARIO NEVAREZ CHAVEZ
8|8|PAN-PRD-MC|ALAN JESUS FALOMIR SAENZ|EDUARDO HUMBERTO GAMEROS GARDEA
8|8|PAN-PRD|ALAN JESUS FALOMIR SAENZ|EDUARDO HUMBERTO GAMEROS GARDEA
8|8|PAN-MC|ALAN JESUS FALOMIR SAENZ|EDUARDO HUMBERTO GAMEROS GARDEA
8|8|PRD-MC|ALAN JESUS FALOMIR SAENZ|EDUARDO HUMBERTO GAMEROS GARDEA
8|8|PT-MORENA-PES|AMERICA VICTORIA AGUILAR GIL|MARIA DEL ROSARIO NEVAREZ CHAVEZ
8|8|PT-MORENA|AMERICA VICTORIA AGUILAR GIL|MARIA DEL ROSARIO NEVAREZ CHAVEZ
8|8|PT-PES|AMERICA VICTORIA AGUILAR GIL|MARIA DEL ROSARIO NEVAREZ CHAVEZ
8|8|MORENA-PES|AMERICA VICTORIA AGUILAR GIL|MARIA DEL ROSARIO NEVAREZ CHAVEZ
8|9|PAN|MARIA DE LOS ANGELES GUTIERREZ VALDEZ|SINAI DEL ROCIO SANCHEZ HUERTA
8|9|PRI|GRACIELA ORTIZ GONZALEZ|NORA PATRICIA GUTIERREZ SOTELO
8|9|PRD|MARIA DE LOS ANGELES GUTIERREZ VALDEZ|SINAI DEL ROCIO SANCHEZ HUERTA
8|9|PVEM|OTTO ALBERTO VALLES BACA|DANIEL PRIETO AYALA
8|9|PT|MARIA ELENA ROJO ALMARAZ|KARMINA VANESSA TERRAZAS LOPEZ
8|9|MC|MARIA DE LOS ANGELES GUTIERREZ VALDEZ|SINAI DEL ROCIO SANCHEZ HUERTA
8|9|PANAL|GUADALUPE SILVA RUEDA|YURIDIA MAGALY PALMA RUIZ
8|9|MORENA|MARIA ELENA ROJO ALMARAZ|KARMINA VANESSA TERRAZAS LOPEZ
8|9|PES|MARIA ELENA ROJO ALMARAZ|KARMINA VANESSA TERRAZAS LOPEZ
8|9|PAN-PRD-MC|MARIA DE LOS ANGELES GUTIERREZ VALDEZ|SINAI DEL ROCIO SANCHEZ HUERTA
8|9|PAN-PRD|MARIA DE LOS ANGELES GUTIERREZ VALDEZ|SINAI DEL ROCIO SANCHEZ HUERTA
8|9|PAN-MC|MARIA DE LOS ANGELES GUTIERREZ VALDEZ|SINAI DEL ROCIO SANCHEZ HUERTA
8|9|PRD-MC|MARIA DE LOS ANGELES GUTIERREZ VALDEZ|SINAI DEL ROCIO SANCHEZ HUERTA
8|9|PT-MORENA-PES|MARIA ELENA ROJO ALMARAZ|KARMINA VANESSA TERRAZAS LOPEZ
8|9|PT-MORENA|MARIA ELENA ROJO ALMARAZ|KARMINA VANESSA TERRAZAS LOPEZ
8|9|PT-PES|MARIA ELENA ROJO ALMARAZ|KARMINA VANESSA TERRAZAS LOPEZ
8|9|MORENA-PES|MARIA ELENA ROJO ALMARAZ|KARMINA VANESSA TERRAZAS LOPEZ
9|1|PAN|LAURA SANDRA MORALES RUIZ|MARIA ELENA TORRES FLORES
9|1|PRI|MARIBEL GUADALUPE VILLASEÑOR DAVILA|ROSALIA AVENDAÑO MARTINEZ
9|1|PRD|LAURA SANDRA MORALES RUIZ|MARIA ELENA TORRES FLORES
9|1|PVEM|JOSUE LIRA GIL|CRISTIAN ALEXANDER ESPINOZA HERNANDEZ
9|1|PT|ERIKA VANESSA DEL CASTILLO IBARRA|VERONICA BUSTAMANTE MARTINEZ
9|1|MC|LAURA SANDRA MORALES RUIZ|MARIA ELENA TORRES FLORES
9|1|PANAL|ELIA NANCY HERNANDEZ ANAYA|NINFA ELIZABETH HERNANDEZ TREJO
9|1|MORENA|ERIKA VANESSA DEL CASTILLO IBARRA|VERONICA BUSTAMANTE MARTINEZ
9|1|PES|ERIKA VANESSA DEL CASTILLO IBARRA|VERONICA BUSTAMANTE MARTINEZ
9|1|PAN-PRD-MC|LAURA SANDRA MORALES RUIZ|MARIA ELENA TORRES FLORES
9|1|PAN-PRD|LAURA SANDRA MORALES RUIZ|MARIA ELENA TORRES FLORES
9|1|PAN-MC|LAURA SANDRA MORALES RUIZ|MARIA ELENA TORRES FLORES
9|1|PRD-MC|LAURA SANDRA MORALES RUIZ|MARIA ELENA TORRES FLORES
9|1|PT-MORENA-PES|ERIKA VANESSA DEL CASTILLO IBARRA|VERONICA BUSTAMANTE MARTINEZ
9|1|PT-MORENA|ERIKA VANESSA DEL CASTILLO IBARRA|VERONICA BUSTAMANTE MARTINEZ
9|1|PT-PES|ERIKA VANESSA DEL CASTILLO IBARRA|VERONICA BUSTAMANTE MARTINEZ
9|1|MORENA-PES|ERIKA VANESSA DEL CASTILLO IBARRA|VERONICA BUSTAMANTE MARTINEZ
9|2|PAN|RICARDO DAVID CHÁVEZ RÍOS|VICTOR HUGO MARTIN SANCHEZ
9|2|PRI|ARACELI GARCIA RICO|BLANCA OLIVIA PEREZ DUARTE
9|2|PRD|RICARDO DAVID CHÁVEZ RÍOS|VICTOR HUGO MARTIN SANCHEZ
9|2|PVEM|SHANTAL VIRIDIANA ROSALES CHAVEZ|ROCIO ALARCON GUZMAN
9|2|PT|ARMANDO GONZALEZ ESCOTO|JUAN JAVIER CALVA HERNANDEZ
9|2|MC|RICARDO DAVID CHÁVEZ RÍOS|VICTOR HUGO MARTIN SANCHEZ
9|2|PANAL|KARLA ALMANZA GARCIA|JUANA LUCIA TORRES 
9|2|MORENA|ARMANDO GONZALEZ ESCOTO|JUAN JAVIER CALVA HERNANDEZ
9|2|PES|ARMANDO GONZALEZ ESCOTO|JUAN JAVIER CALVA HERNANDEZ
9|2|PAN-PRD-MC|RICARDO DAVID CHÁVEZ RÍOS|VICTOR HUGO MARTIN SANCHEZ
9|2|PAN-PRD|RICARDO DAVID CHÁVEZ RÍOS|VICTOR HUGO MARTIN SANCHEZ
9|2|PAN-MC|RICARDO DAVID CHÁVEZ RÍOS|VICTOR HUGO MARTIN SANCHEZ
9|2|PRD-MC|RICARDO DAVID CHÁVEZ RÍOS|VICTOR HUGO MARTIN SANCHEZ
9|2|PT-MORENA-PES|ARMANDO GONZALEZ ESCOTO|JUAN JAVIER CALVA HERNANDEZ
9|2|PT-MORENA|ARMANDO GONZALEZ ESCOTO|JUAN JAVIER CALVA HERNANDEZ
9|2|PT-PES|ARMANDO GONZALEZ ESCOTO|JUAN JAVIER CALVA HERNANDEZ
9|2|MORENA-PES|ARMANDO GONZALEZ ESCOTO|JUAN JAVIER CALVA HERNANDEZ
9|3|PAN|FERNANDO CUELLAR REYES|JORGE MARCO GONZALEZ BEDOLLA
9|3|PRI|MARTIN MORALES MELCHOR|RICARDO ROMERO LUJAN
9|3|PRD|FERNANDO CUELLAR REYES|JORGE MARCO GONZALEZ BEDOLLA
9|3|PVEM|ISRAEL MARGARITO CASTRO ALPIZAR|HUGO MUÑOZ VARGAS
9|3|PT|MIGUEL ANGEL JAUREGUI MONTES DE OCA|GERARDO VALLEJO RODRIGUEZ
9|3|MC|FERNANDO CUELLAR REYES|JORGE MARCO GONZALEZ BEDOLLA
9|3|PANAL|JOSE ISABEL QUEZADA VAZQUEZ|MARIO ALFONSO AVALOS SANCHEZ
9|3|MORENA|MIGUEL ANGEL JAUREGUI MONTES DE OCA|GERARDO VALLEJO RODRIGUEZ
9|3|PES|MIGUEL ANGEL JAUREGUI MONTES DE OCA|GERARDO VALLEJO RODRIGUEZ
9|3|PAN-PRD-MC|FERNANDO CUELLAR REYES|JORGE MARCO GONZALEZ BEDOLLA
9|3|PAN-PRD|FERNANDO CUELLAR REYES|JORGE MARCO GONZALEZ BEDOLLA
9|3|PAN-MC|FERNANDO CUELLAR REYES|JORGE MARCO GONZALEZ BEDOLLA
9|3|PRD-MC|FERNANDO CUELLAR REYES|JORGE MARCO GONZALEZ BEDOLLA
9|3|PT-MORENA-PES|MIGUEL ANGEL JAUREGUI MONTES DE OCA|GERARDO VALLEJO RODRIGUEZ
9|3|PT-MORENA|MIGUEL ANGEL JAUREGUI MONTES DE OCA|GERARDO VALLEJO RODRIGUEZ
9|3|PT-PES|MIGUEL ANGEL JAUREGUI MONTES DE OCA|GERARDO VALLEJO RODRIGUEZ
9|3|MORENA-PES|MIGUEL ANGEL JAUREGUI MONTES DE OCA|GERARDO VALLEJO RODRIGUEZ
9|4|PAN|FERNANDO BELAUNZARAN MENDEZ|JUAN CARLOS RANGEL MORALES
9|4|PRI|GRECIA SAMANTHA HERNANDEZ MARTINEZ|EMMELYNI ESTTEFANIA HERNANDEZ GONZALEZ
9|4|PRD|FERNANDO BELAUNZARAN MENDEZ|JUAN CARLOS RANGEL MORALES
9|4|PVEM|ANEL MELINA RAMIREZ TERRONES|ROSA CARMINA HERNANDEZ HERNANDEZ
9|4|PT|JOSE GERARDO RODOLFO FERNANDEZ NOROÑA|BALFRE VARGAS CORTEZ
9|4|MC|FERNANDO BELAUNZARAN MENDEZ|JUAN CARLOS RANGEL MORALES
9|4|PANAL|SALVADOR ISAAC GINORI REYES|GUILLERMO DUARTE FLORES
9|4|MORENA|JOSE GERARDO RODOLFO FERNANDEZ NOROÑA|BALFRE VARGAS CORTEZ
9|4|PES|JOSE GERARDO RODOLFO FERNANDEZ NOROÑA|BALFRE VARGAS CORTEZ
9|4|PAN-PRD-MC|FERNANDO BELAUNZARAN MENDEZ|JUAN CARLOS RANGEL MORALES
9|4|PAN-PRD|FERNANDO BELAUNZARAN MENDEZ|JUAN CARLOS RANGEL MORALES
9|4|PAN-MC|FERNANDO BELAUNZARAN MENDEZ|JUAN CARLOS RANGEL MORALES
9|4|PRD-MC|FERNANDO BELAUNZARAN MENDEZ|JUAN CARLOS RANGEL MORALES
9|4|PT-MORENA-PES|JOSE GERARDO RODOLFO FERNANDEZ NOROÑA|BALFRE VARGAS CORTEZ
9|4|PT-MORENA|JOSE GERARDO RODOLFO FERNANDEZ NOROÑA|BALFRE VARGAS CORTEZ
9|4|PT-PES|JOSE GERARDO RODOLFO FERNANDEZ NOROÑA|BALFRE VARGAS CORTEZ
9|4|MORENA-PES|JOSE GERARDO RODOLFO FERNANDEZ NOROÑA|BALFRE VARGAS CORTEZ
9|5|PAN|LOURDES VALDEZ CUEVAS|ELIZABETH MARIN ROLDAN
9|5|PRI|FRANCISCO RAMON VASSALLO DOMINGUEZ|ISIDRO ROLDAN MURCIA
9|5|PRD|LOURDES VALDEZ CUEVAS|ELIZABETH MARIN ROLDAN
9|5|PVEM|LUIS GUZMÁN AGUIRRE|MARCOS ALVAREZ GARCIA
9|5|PT|CLAUDIA LOPEZ RAYON|GABRIELA ROMERO MARTINEZ
9|5|MC|LOURDES VALDEZ CUEVAS|ELIZABETH MARIN ROLDAN
9|5|PANAL|HUGO PARRA SILVA|PORFIRIO PACHECO RODRIGUEZ
9|5|MORENA|CLAUDIA LOPEZ RAYON|GABRIELA ROMERO MARTINEZ
9|5|PES|CLAUDIA LOPEZ RAYON|GABRIELA ROMERO MARTINEZ
9|5|PAN-PRD-MC|LOURDES VALDEZ CUEVAS|ELIZABETH MARIN ROLDAN
9|5|PAN-PRD|LOURDES VALDEZ CUEVAS|ELIZABETH MARIN ROLDAN
9|5|PAN-MC|LOURDES VALDEZ CUEVAS|ELIZABETH MARIN ROLDAN
9|5|PRD-MC|LOURDES VALDEZ CUEVAS|ELIZABETH MARIN ROLDAN
9|5|PT-MORENA-PES|CLAUDIA LOPEZ RAYON|GABRIELA ROMERO MARTINEZ
9|5|PT-MORENA|CLAUDIA LOPEZ RAYON|GABRIELA ROMERO MARTINEZ
9|5|PT-PES|CLAUDIA LOPEZ RAYON|GABRIELA ROMERO MARTINEZ
9|5|MORENA-PES|CLAUDIA LOPEZ RAYON|GABRIELA ROMERO MARTINEZ
9|6|PAN|ERNESTO SANCHEZ RODRIGUEZ|JESUS ALAMILLA MENDOZA
9|6|PRI|MARIA CRISTINA VELAZQUEZ VALENZUELA|ANDREA LORENA JUAREZ MORA
9|6|PRD|ERNESTO SANCHEZ RODRIGUEZ|JESUS ALAMILLA MENDOZA
9|6|PVEM|ALEJANDRO LEDESMA LOPEZ|GABINO RUIZ LUNA
9|6|PT|SERGIO MAYER BRETON|OSCAR BERNACHE DOMINGUEZ
9|6|MC|ERNESTO SANCHEZ RODRIGUEZ|JESUS ALAMILLA MENDOZA
9|6|PANAL|SAMANTHA CAROLINA GOMES FONSECA|MARIBEL VERONICA CHAVEZ VIEYRA
9|6|MORENA|SERGIO MAYER BRETON|OSCAR BERNACHE DOMINGUEZ
9|6|PES|SERGIO MAYER BRETON|OSCAR BERNACHE DOMINGUEZ
9|6|PAN-PRD-MC|ERNESTO SANCHEZ RODRIGUEZ|JESUS ALAMILLA MENDOZA
9|6|PAN-PRD|ERNESTO SANCHEZ RODRIGUEZ|JESUS ALAMILLA MENDOZA
9|6|PAN-MC|ERNESTO SANCHEZ RODRIGUEZ|JESUS ALAMILLA MENDOZA
9|6|PRD-MC|ERNESTO SANCHEZ RODRIGUEZ|JESUS ALAMILLA MENDOZA
9|6|PT-MORENA-PES|SERGIO MAYER BRETON|OSCAR BERNACHE DOMINGUEZ
9|6|PT-MORENA|SERGIO MAYER BRETON|OSCAR BERNACHE DOMINGUEZ
9|6|PT-PES|SERGIO MAYER BRETON|OSCAR BERNACHE DOMINGUEZ
9|6|MORENA-PES|SERGIO MAYER BRETON|OSCAR BERNACHE DOMINGUEZ
9|7|PAN|RICARDO JANECARLO LOZANO REYNOSO|ANTONIO DOMINGUEZ LOZANO
9|7|PRI|MARIA DEL ROSARIO SOLIS HERNANDEZ|NORMA RAMIREZ RAMIREZ
9|7|PRD|RICARDO JANECARLO LOZANO REYNOSO|ANTONIO DOMINGUEZ LOZANO
9|7|PVEM|VERONICA CERVANTES RAMIREZ|MARIA ISABEL HERNANDEZ PEREZ
9|7|PT|BEATRIZ ROJAS MARTÍNEZ|ERIKA NAYAT MONTES CASILLAS
9|7|MC|RICARDO JANECARLO LOZANO REYNOSO|ANTONIO DOMINGUEZ LOZANO
9|7|PANAL|MARIA GUADALUPE GUERRERO SAUCEDO|IRACEMA SANTIBAÑEZ GONZALEZ
9|7|MORENA|BEATRIZ ROJAS MARTÍNEZ|ERIKA NAYAT MONTES CASILLAS
9|7|PES|BEATRIZ ROJAS MARTÍNEZ|ERIKA NAYAT MONTES CASILLAS
9|7|PAN-PRD-MC|RICARDO JANECARLO LOZANO REYNOSO|ANTONIO DOMINGUEZ LOZANO
9|7|PAN-PRD|RICARDO JANECARLO LOZANO REYNOSO|ANTONIO DOMINGUEZ LOZANO
9|7|PAN-MC|RICARDO JANECARLO LOZANO REYNOSO|ANTONIO DOMINGUEZ LOZANO
9|7|PRD-MC|RICARDO JANECARLO LOZANO REYNOSO|ANTONIO DOMINGUEZ LOZANO
9|7|PT-MORENA-PES|BEATRIZ ROJAS MARTÍNEZ|ERIKA NAYAT MONTES CASILLAS
9|7|PT-MORENA|BEATRIZ ROJAS MARTÍNEZ|ERIKA NAYAT MONTES CASILLAS
9|7|PT-PES|BEATRIZ ROJAS MARTÍNEZ|ERIKA NAYAT MONTES CASILLAS
9|7|MORENA-PES|BEATRIZ ROJAS MARTÍNEZ|ERIKA NAYAT MONTES CASILLAS
9|8|PAN|ESTHER MARTHA CHAVARRIA|BRENDA YAZMIN CRUZ PEREZ
9|8|PRI|ADRIANHA RANGEL FLORES|DANIA ROMERO CHAVERO
9|8|PRD|ESTHER MARTHA CHAVARRIA|BRENDA YAZMIN CRUZ PEREZ
9|8|PVEM|LOURDES MARISOL CERVANTES RAMIREZ|MARIA TERESA LOPEZ ZARATE
9|8|PT|MARIA DE JESUS ROSETE SANCHEZ|ELOISA MICAELA MONTAÑO COVARRUBIAS
9|8|MC|ESTHER MARTHA CHAVARRIA|BRENDA YAZMIN CRUZ PEREZ
9|8|PANAL|ARTURO ORTIZ GUTIERREZ|ISRAEL TELLO LOPEZ
9|8|MORENA|MARIA DE JESUS ROSETE SANCHEZ|ELOISA MICAELA MONTAÑO COVARRUBIAS
9|8|PES|MARIA DE JESUS ROSETE SANCHEZ|ELOISA MICAELA MONTAÑO COVARRUBIAS
9|8|PAN-PRD-MC|ESTHER MARTHA CHAVARRIA|BRENDA YAZMIN CRUZ PEREZ
9|8|PAN-PRD|ESTHER MARTHA CHAVARRIA|BRENDA YAZMIN CRUZ PEREZ
9|8|PAN-MC|ESTHER MARTHA CHAVARRIA|BRENDA YAZMIN CRUZ PEREZ
9|8|PRD-MC|ESTHER MARTHA CHAVARRIA|BRENDA YAZMIN CRUZ PEREZ
9|8|PT-MORENA-PES|MARIA DE JESUS ROSETE SANCHEZ|ELOISA MICAELA MONTAÑO COVARRUBIAS
