sep=|
ESTADO|DISTRITO|PARTIDO_CI|CANDIDATURA_PROPIETARIA|CANDIDATURA_SUPLENTE
15|29|MC|VENANCIO LUIS SANCHEZ JIMENEZ|FRANCISCO GOMEZ ALTAMIRANO
15|29|PANAL|ESMERALDA MORENO BEIZA|LEYDI YADIRA GUADARRAMA ENRIQUEZ
15|29|MORENA|MARTHA ROBLES ORTIZ|GABRIELA GUADALUPE MARTINEZ MALDONADO
15|29|PES|MARTHA ROBLES ORTIZ|GABRIELA GUADALUPE MARTINEZ MALDONADO
15|29|PAN-PRD-MC|VENANCIO LUIS SANCHEZ JIMENEZ|FRANCISCO GOMEZ ALTAMIRANO
15|29|PAN-PRD|VENANCIO LUIS SANCHEZ JIMENEZ|FRANCISCO GOMEZ ALTAMIRANO
15|29|PAN-MC|VENANCIO LUIS SANCHEZ JIMENEZ|FRANCISCO GOMEZ ALTAMIRANO
15|29|PRD-MC|VENANCIO LUIS SANCHEZ JIMENEZ|FRANCISCO GOMEZ ALTAMIRANO
15|29|PT-MORENA-PES|MARTHA ROBLES ORTIZ|GABRIELA GUADALUPE MARTINEZ MALDONADO
15|29|PT-MORENA|MARTHA ROBLES ORTIZ|GABRIELA GUADALUPE MARTINEZ MALDONADO
15|29|PT-PES|MARTHA ROBLES ORTIZ|GABRIELA GUADALUPE MARTINEZ MALDONADO
15|29|MORENA-PES|MARTHA ROBLES ORTIZ|GABRIELA GUADALUPE MARTINEZ MALDONADO
15|29|PRI-PVEM-NA|ESMERALDA MORENO BEIZA|LEYDI YADIRA GUADARRAMA ENRIQUEZ
15|29|PRI-PVEM|ESMERALDA MORENO BEIZA|LEYDI YADIRA GUADARRAMA ENRIQUEZ
15|29|PRI-NA|ESMERALDA MORENO BEIZA|LEYDI YADIRA GUADARRAMA ENRIQUEZ
15|29|PVEM-NA|ESMERALDA MORENO BEIZA|LEYDI YADIRA GUADARRAMA ENRIQUEZ
15|30|PAN|CINTHIA  NAYELI GOMEZ HERNANDEZ|DIANA ELENA SALINAS PINEDA
15|30|PRI|ROSALBA PINEDA RAMIREZ|SUSANA PALAFOX ARROYO
15|30|PRD|CINTHIA  NAYELI GOMEZ HERNANDEZ|DIANA ELENA SALINAS PINEDA
15|30|PVEM|ROSALBA PINEDA RAMIREZ|SUSANA PALAFOX ARROYO
15|30|PT|CÉSAR AGUSTÍN HERNÁNDEZ PEREZ|JUAN GABRIEL MENDEZ GONZALEZ
15|30|MC|CINTHIA  NAYELI GOMEZ HERNANDEZ|DIANA ELENA SALINAS PINEDA
15|30|PANAL|ROSALBA PINEDA RAMIREZ|SUSANA PALAFOX ARROYO
15|30|MORENA|CÉSAR AGUSTÍN HERNÁNDEZ PEREZ|JUAN GABRIEL MENDEZ GONZALEZ
15|30|PES|CÉSAR AGUSTÍN HERNÁNDEZ PEREZ|JUAN GABRIEL MENDEZ GONZALEZ
15|30|PAN-PRD-MC|CINTHIA  NAYELI GOMEZ HERNANDEZ|DIANA ELENA SALINAS PINEDA
15|30|PAN-PRD|CINTHIA  NAYELI GOMEZ HERNANDEZ|DIANA ELENA SALINAS PINEDA
15|30|PAN-MC|CINTHIA  NAYELI GOMEZ HERNANDEZ|DIANA ELENA SALINAS PINEDA
15|30|PRD-MC|CINTHIA  NAYELI GOMEZ HERNANDEZ|DIANA ELENA SALINAS PINEDA
15|30|PT-MORENA-PES|CÉSAR AGUSTÍN HERNÁNDEZ PEREZ|JUAN GABRIEL MENDEZ GONZALEZ
15|30|PT-MORENA|CÉSAR AGUSTÍN HERNÁNDEZ PEREZ|JUAN GABRIEL MENDEZ GONZALEZ
15|30|PT-PES|CÉSAR AGUSTÍN HERNÁNDEZ PEREZ|JUAN GABRIEL MENDEZ GONZALEZ
15|30|MORENA-PES|CÉSAR AGUSTÍN HERNÁNDEZ PEREZ|JUAN GABRIEL MENDEZ GONZALEZ
15|30|PRI-PVEM-NA|ROSALBA PINEDA RAMIREZ|SUSANA PALAFOX ARROYO
15|30|PRI-PVEM|ROSALBA PINEDA RAMIREZ|SUSANA PALAFOX ARROYO
15|30|PRI-NA|ROSALBA PINEDA RAMIREZ|SUSANA PALAFOX ARROYO
15|30|PVEM-NA|ROSALBA PINEDA RAMIREZ|SUSANA PALAFOX ARROYO
15|31|PAN|JOSE MANUEL BALLESTEROS LOPEZ|JORGE JIMENEZ MARTINEZ
15|31|PRI|JOSE LUIS MONTERO RAMOS|MARIO FERNANDEZ GALINDO
15|31|PRD|JOSE MANUEL BALLESTEROS LOPEZ|JORGE JIMENEZ MARTINEZ
15|31|PVEM|JOSE LUIS MONTERO RAMOS|MARIO FERNANDEZ GALINDO
15|31|PT|JUAN ÁNGEL BAUTISTA BRAVO|JOSE GUADALUPE GONZALEZ VARGAS
15|31|MC|JOSE MANUEL BALLESTEROS LOPEZ|JORGE JIMENEZ MARTINEZ
15|31|PANAL|JOSE LUIS MONTERO RAMOS|MARIO FERNANDEZ GALINDO
15|31|MORENA|JUAN ÁNGEL BAUTISTA BRAVO|JOSE GUADALUPE GONZALEZ VARGAS
15|31|PES|JUAN ÁNGEL BAUTISTA BRAVO|JOSE GUADALUPE GONZALEZ VARGAS
15|31|PAN-PRD-MC|JOSE MANUEL BALLESTEROS LOPEZ|JORGE JIMENEZ MARTINEZ
15|31|PAN-PRD|JOSE MANUEL BALLESTEROS LOPEZ|JORGE JIMENEZ MARTINEZ
15|31|PAN-MC|JOSE MANUEL BALLESTEROS LOPEZ|JORGE JIMENEZ MARTINEZ
15|31|PRD-MC|JOSE MANUEL BALLESTEROS LOPEZ|JORGE JIMENEZ MARTINEZ
15|31|PT-MORENA-PES|JUAN ÁNGEL BAUTISTA BRAVO|JOSE GUADALUPE GONZALEZ VARGAS
15|31|PT-MORENA|JUAN ÁNGEL BAUTISTA BRAVO|JOSE GUADALUPE GONZALEZ VARGAS
15|31|PT-PES|JUAN ÁNGEL BAUTISTA BRAVO|JOSE GUADALUPE GONZALEZ VARGAS
15|31|MORENA-PES|JUAN ÁNGEL BAUTISTA BRAVO|JOSE GUADALUPE GONZALEZ VARGAS
15|31|PRI-PVEM-NA|JOSE LUIS MONTERO RAMOS|MARIO FERNANDEZ GALINDO
15|31|PRI-PVEM|JOSE LUIS MONTERO RAMOS|MARIO FERNANDEZ GALINDO
15|31|PRI-NA|JOSE LUIS MONTERO RAMOS|MARIO FERNANDEZ GALINDO
15|31|PVEM-NA|JOSE LUIS MONTERO RAMOS|MARIO FERNANDEZ GALINDO
15|32|PAN|RAMON MONTALVO HERNANDEZ|JUAN CARLOS HERNANDEZ CRUZ
15|32|PRI|FANY SORIANO RAMOS|MARIA DE LOS ANGELES HERNANDEZ LOPEZ
15|32|PRD|RAMON MONTALVO HERNANDEZ|JUAN CARLOS HERNANDEZ CRUZ
15|32|PVEM|FANY SORIANO RAMOS|MARIA DE LOS ANGELES HERNANDEZ LOPEZ
15|32|PT|LUIS ENRIQUE MARTINEZ VENTURA|JAIME GONZALO VARGAS ALVAREZ
15|32|MC|RAMON MONTALVO HERNANDEZ|JUAN CARLOS HERNANDEZ CRUZ
15|32|PANAL|FANY SORIANO RAMOS|MARIA DE LOS ANGELES HERNANDEZ LOPEZ
15|32|MORENA|LUIS ENRIQUE MARTINEZ VENTURA|JAIME GONZALO VARGAS ALVAREZ
15|32|PES|LUIS ENRIQUE MARTINEZ VENTURA|JAIME GONZALO VARGAS ALVAREZ
15|32|PAN-PRD-MC|RAMON MONTALVO HERNANDEZ|JUAN CARLOS HERNANDEZ CRUZ
15|32|PAN-PRD|RAMON MONTALVO HERNANDEZ|JUAN CARLOS HERNANDEZ CRUZ
15|32|PAN-MC|RAMON MONTALVO HERNANDEZ|JUAN CARLOS HERNANDEZ CRUZ
15|32|PRD-MC|RAMON MONTALVO HERNANDEZ|JUAN CARLOS HERNANDEZ CRUZ
15|32|PT-MORENA-PES|LUIS ENRIQUE MARTINEZ VENTURA|JAIME GONZALO VARGAS ALVAREZ
15|32|PT-MORENA|LUIS ENRIQUE MARTINEZ VENTURA|JAIME GONZALO VARGAS ALVAREZ
15|32|PT-PES|LUIS ENRIQUE MARTINEZ VENTURA|JAIME GONZALO VARGAS ALVAREZ
15|32|MORENA-PES|LUIS ENRIQUE MARTINEZ VENTURA|JAIME GONZALO VARGAS ALVAREZ
15|32|PRI-PVEM-NA|FANY SORIANO RAMOS|MARIA DE LOS ANGELES HERNANDEZ LOPEZ
15|32|PRI-PVEM|FANY SORIANO RAMOS|MARIA DE LOS ANGELES HERNANDEZ LOPEZ
15|32|PRI-NA|FANY SORIANO RAMOS|MARIA DE LOS ANGELES HERNANDEZ LOPEZ
15|32|PVEM-NA|FANY SORIANO RAMOS|MARIA DE LOS ANGELES HERNANDEZ LOPEZ
15|33|PAN|ALICIA AGUILA MENDEZ|TERESA FLORES HERNANDEZ
15|33|PRI|FRANCISCO OSORNO SOBERON|JOSE LUIS CAMACHO GRANADOS
15|33|PRD|ALICIA AGUILA MENDEZ|TERESA FLORES HERNANDEZ
15|33|PVEM|FRANCISCO OSORNO SOBERON|JOSE LUIS CAMACHO GRANADOS
15|33|PT|VICENTE ALBERTO ONOFRE VAZQUEZ|GABRIEL TORRES DUEÑAS
15|33|MC|ALICIA AGUILA MENDEZ|TERESA FLORES HERNANDEZ
15|33|PANAL|FRANCISCO OSORNO SOBERON|JOSE LUIS CAMACHO GRANADOS
15|33|MORENA|VICENTE ALBERTO ONOFRE VAZQUEZ|GABRIEL TORRES DUEÑAS
15|33|PES|VICENTE ALBERTO ONOFRE VAZQUEZ|GABRIEL TORRES DUEÑAS
15|33|PAN-PRD-MC|ALICIA AGUILA MENDEZ|TERESA FLORES HERNANDEZ
15|33|PAN-PRD|ALICIA AGUILA MENDEZ|TERESA FLORES HERNANDEZ
15|33|PAN-MC|ALICIA AGUILA MENDEZ|TERESA FLORES HERNANDEZ
15|33|PRD-MC|ALICIA AGUILA MENDEZ|TERESA FLORES HERNANDEZ
15|33|PT-MORENA-PES|VICENTE ALBERTO ONOFRE VAZQUEZ|GABRIEL TORRES DUEÑAS
15|33|PT-MORENA|VICENTE ALBERTO ONOFRE VAZQUEZ|GABRIEL TORRES DUEÑAS
15|33|PT-PES|VICENTE ALBERTO ONOFRE VAZQUEZ|GABRIEL TORRES DUEÑAS
15|33|MORENA-PES|VICENTE ALBERTO ONOFRE VAZQUEZ|GABRIEL TORRES DUEÑAS
15|33|PRI-PVEM-NA|FRANCISCO OSORNO SOBERON|JOSE LUIS CAMACHO GRANADOS
15|33|PRI-PVEM|FRANCISCO OSORNO SOBERON|JOSE LUIS CAMACHO GRANADOS
15|33|PRI-NA|FRANCISCO OSORNO SOBERON|JOSE LUIS CAMACHO GRANADOS
15|33|PVEM-NA|FRANCISCO OSORNO SOBERON|JOSE LUIS CAMACHO GRANADOS
15|34|PAN|MAURICIO LOPEZ CHAVEZ|CHRISTIAN DANIEL ESPINOSA BRITO
15|34|PRI|JORGE OMAR VELAZQUEZ RUIZ|EDGAR MAURICIO MARTINEZ CARBAJAL
15|34|PRD|MAURICIO LOPEZ CHAVEZ|CHRISTIAN DANIEL ESPINOSA BRITO
15|34|PVEM|JORGE OMAR VELAZQUEZ RUIZ|EDGAR MAURICIO MARTINEZ CARBAJAL
15|34|PT|MIROSLAVA CARRILLO MARTINEZ|MARIA GUADALUPE DIAZ AVILEZ
15|34|MC|MAURICIO LOPEZ CHAVEZ|CHRISTIAN DANIEL ESPINOSA BRITO
15|34|PANAL|JORGE OMAR VELAZQUEZ RUIZ|EDGAR MAURICIO MARTINEZ CARBAJAL
15|34|MORENA|MIROSLAVA CARRILLO MARTINEZ|MARIA GUADALUPE DIAZ AVILEZ
15|34|PES|MIROSLAVA CARRILLO MARTINEZ|MARIA GUADALUPE DIAZ AVILEZ
15|34|PAN-PRD-MC|MAURICIO LOPEZ CHAVEZ|CHRISTIAN DANIEL ESPINOSA BRITO
15|34|PAN-PRD|MAURICIO LOPEZ CHAVEZ|CHRISTIAN DANIEL ESPINOSA BRITO
15|34|PAN-MC|MAURICIO LOPEZ CHAVEZ|CHRISTIAN DANIEL ESPINOSA BRITO
15|34|PRD-MC|MAURICIO LOPEZ CHAVEZ|CHRISTIAN DANIEL ESPINOSA BRITO
15|34|PT-MORENA-PES|MIROSLAVA CARRILLO MARTINEZ|MARIA GUADALUPE DIAZ AVILEZ
15|34|PT-MORENA|MIROSLAVA CARRILLO MARTINEZ|MARIA GUADALUPE DIAZ AVILEZ
15|34|PT-PES|MIROSLAVA CARRILLO MARTINEZ|MARIA GUADALUPE DIAZ AVILEZ
15|34|MORENA-PES|MIROSLAVA CARRILLO MARTINEZ|MARIA GUADALUPE DIAZ AVILEZ
15|34|PRI-PVEM-NA|JORGE OMAR VELAZQUEZ RUIZ|EDGAR MAURICIO MARTINEZ CARBAJAL
15|34|PRI-PVEM|JORGE OMAR VELAZQUEZ RUIZ|EDGAR MAURICIO MARTINEZ CARBAJAL
15|34|PRI-NA|JORGE OMAR VELAZQUEZ RUIZ|EDGAR MAURICIO MARTINEZ CARBAJAL
15|34|PVEM-NA|JORGE OMAR VELAZQUEZ RUIZ|EDGAR MAURICIO MARTINEZ CARBAJAL
15|35|PAN|ELVIA ISOJO VELASQUEZ|CLAUDIA ELVA NAJERA CAPULA
15|35|PRI|GUSTAVO MICHUA Y MICHUA|VICENTE CUEVAS VAZQUEZ
15|35|PRD|ELVIA ISOJO VELASQUEZ|CLAUDIA ELVA NAJERA CAPULA
15|35|PVEM|GUSTAVO MICHUA Y MICHUA|VICENTE CUEVAS VAZQUEZ
15|35|PT|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|35|MC|ELVIA ISOJO VELASQUEZ|CLAUDIA ELVA NAJERA CAPULA
15|35|PANAL|GUSTAVO MICHUA Y MICHUA|VICENTE CUEVAS VAZQUEZ
15|35|MORENA|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|35|PES|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|35|PAN-PRD-MC|ELVIA ISOJO VELASQUEZ|CLAUDIA ELVA NAJERA CAPULA
15|35|PAN-PRD|ELVIA ISOJO VELASQUEZ|CLAUDIA ELVA NAJERA CAPULA
15|35|PAN-MC|ELVIA ISOJO VELASQUEZ|CLAUDIA ELVA NAJERA CAPULA
15|35|PRD-MC|ELVIA ISOJO VELASQUEZ|CLAUDIA ELVA NAJERA CAPULA
15|35|PT-MORENA-PES|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|35|PT-MORENA|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|35|PT-PES|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|35|MORENA-PES|ARTURO ROBERTO HERNANDEZ TAPIA|FELIPE VIDAL GOMEZ
15|35|PRI-PVEM-NA|GUSTAVO MICHUA Y MICHUA|VICENTE CUEVAS VAZQUEZ
15|35|PRI-PVEM|GUSTAVO MICHUA Y MICHUA|VICENTE CUEVAS VAZQUEZ
15|35|PRI-NA|GUSTAVO MICHUA Y MICHUA|VICENTE CUEVAS VAZQUEZ
15|35|PVEM-NA|GUSTAVO MICHUA Y MICHUA|VICENTE CUEVAS VAZQUEZ
15|36|PAN|MARICARMEN GARCIA SANCHEZ|ANAYELI YENEDIT BENITEZ MEDEROS
15|36|PRI|CRUZ JUVENAL ROA SANCHEZ|RIGOBERTO LOPEZ RIVERA
15|36|PRD|MARICARMEN GARCIA SANCHEZ|ANAYELI YENEDIT BENITEZ MEDEROS
15|36|PVEM|CRUZ JUVENAL ROA SANCHEZ|RIGOBERTO LOPEZ RIVERA
15|36|PT|YOLANDA FLORES VALDEZ|MARIA GUADALUPE SILVA VELAZQUEZ
15|36|MC|MARICARMEN GARCIA SANCHEZ|ANAYELI YENEDIT BENITEZ MEDEROS
15|36|PANAL|CRUZ JUVENAL ROA SANCHEZ|RIGOBERTO LOPEZ RIVERA
15|36|MORENA|YOLANDA FLORES VALDEZ|MARIA GUADALUPE SILVA VELAZQUEZ
15|36|PES|YOLANDA FLORES VALDEZ|MARIA GUADALUPE SILVA VELAZQUEZ
15|36|PAN-PRD-MC|MARICARMEN GARCIA SANCHEZ|ANAYELI YENEDIT BENITEZ MEDEROS
15|36|PAN-PRD|MARICARMEN GARCIA SANCHEZ|ANAYELI YENEDIT BENITEZ MEDEROS
15|36|PAN-MC|MARICARMEN GARCIA SANCHEZ|ANAYELI YENEDIT BENITEZ MEDEROS
15|36|PRD-MC|MARICARMEN GARCIA SANCHEZ|ANAYELI YENEDIT BENITEZ MEDEROS
15|36|PT-MORENA-PES|YOLANDA FLORES VALDEZ|MARIA GUADALUPE SILVA VELAZQUEZ
15|36|PT-MORENA|YOLANDA FLORES VALDEZ|MARIA GUADALUPE SILVA VELAZQUEZ
15|36|PT-PES|YOLANDA FLORES VALDEZ|MARIA GUADALUPE SILVA VELAZQUEZ
15|36|MORENA-PES|YOLANDA FLORES VALDEZ|MARIA GUADALUPE SILVA VELAZQUEZ
15|36|PRI-PVEM-NA|CRUZ JUVENAL ROA SANCHEZ|RIGOBERTO LOPEZ RIVERA
15|36|PRI-PVEM|CRUZ JUVENAL ROA SANCHEZ|RIGOBERTO LOPEZ RIVERA
15|36|PRI-NA|CRUZ JUVENAL ROA SANCHEZ|RIGOBERTO LOPEZ RIVERA
15|36|PVEM-NA|CRUZ JUVENAL ROA SANCHEZ|RIGOBERTO LOPEZ RIVERA
15|37|PAN|ARACELI RUIZ MARTINEZ|JUANA DELIVIC SANTANA MELQUIADES
15|37|PRI|FRANCISCO JAVIER FERNANDEZ CLAMONT|SIXTO SILVERIO ZAMORA ZAMORA
15|37|PRD|ARACELI RUIZ MARTINEZ|JUANA DELIVIC SANTANA MELQUIADES
15|37|PVEM|FRANCISCO JAVIER FERNANDEZ CLAMONT|SIXTO SILVERIO ZAMORA ZAMORA
15|37|PT|PEDRO MARIO ZENTENO SANTAELLA|EDGAR EDUARDO ARENAS MADRIGAL
15|37|MC|ARACELI RUIZ MARTINEZ|JUANA DELIVIC SANTANA MELQUIADES
15|37|PANAL|FRANCISCO JAVIER FERNANDEZ CLAMONT|SIXTO SILVERIO ZAMORA ZAMORA
15|37|MORENA|PEDRO MARIO ZENTENO SANTAELLA|EDGAR EDUARDO ARENAS MADRIGAL
15|37|PES|PEDRO MARIO ZENTENO SANTAELLA|EDGAR EDUARDO ARENAS MADRIGAL
15|37|PAN-PRD-MC|ARACELI RUIZ MARTINEZ|JUANA DELIVIC SANTANA MELQUIADES
15|37|PAN-PRD|ARACELI RUIZ MARTINEZ|JUANA DELIVIC SANTANA MELQUIADES
15|37|PAN-MC|ARACELI RUIZ MARTINEZ|JUANA DELIVIC SANTANA MELQUIADES
15|37|PRD-MC|ARACELI RUIZ MARTINEZ|JUANA DELIVIC SANTANA MELQUIADES
15|37|PT-MORENA-PES|PEDRO MARIO ZENTENO SANTAELLA|EDGAR EDUARDO ARENAS MADRIGAL
15|37|PT-MORENA|PEDRO MARIO ZENTENO SANTAELLA|EDGAR EDUARDO ARENAS MADRIGAL
15|37|PT-PES|PEDRO MARIO ZENTENO SANTAELLA|EDGAR EDUARDO ARENAS MADRIGAL
15|37|MORENA-PES|PEDRO MARIO ZENTENO SANTAELLA|EDGAR EDUARDO ARENAS MADRIGAL
15|37|PRI-PVEM-NA|FRANCISCO JAVIER FERNANDEZ CLAMONT|SIXTO SILVERIO ZAMORA ZAMORA
15|37|PRI-PVEM|FRANCISCO JAVIER FERNANDEZ CLAMONT|SIXTO SILVERIO ZAMORA ZAMORA
15|37|PRI-NA|FRANCISCO JAVIER FERNANDEZ CLAMONT|SIXTO SILVERIO ZAMORA ZAMORA
15|37|PVEM-NA|FRANCISCO JAVIER FERNANDEZ CLAMONT|SIXTO SILVERIO ZAMORA ZAMORA
15|38|PAN|MARIA DEL CARMEN CRUZ PAREDES|MA TERESA MONDRAGON GONZALEZ
15|38|PRI|CARLA JIMENA MORELL ISLAS|VANIA RAMOS RAMOS
15|38|PRD|MARIA DEL CARMEN CRUZ PAREDES|MA TERESA MONDRAGON GONZALEZ
15|38|PVEM|CARLA JIMENA MORELL ISLAS|VANIA RAMOS RAMOS
15|38|PT|KARLA YURITZI ALMAZÁN BURGOS|MARIA IMELDA AGUSTINA YESCAS RUIZ
15|38|MC|MARIA DEL CARMEN CRUZ PAREDES|MA TERESA MONDRAGON GONZALEZ
15|38|PANAL|CARLA JIMENA MORELL ISLAS|VANIA RAMOS RAMOS
15|38|MORENA|KARLA YURITZI ALMAZÁN BURGOS|MARIA IMELDA AGUSTINA YESCAS RUIZ
15|38|PES|KARLA YURITZI ALMAZÁN BURGOS|MARIA IMELDA AGUSTINA YESCAS RUIZ
15|38|PAN-PRD-MC|MARIA DEL CARMEN CRUZ PAREDES|MA TERESA MONDRAGON GONZALEZ
15|38|PAN-PRD|MARIA DEL CARMEN CRUZ PAREDES|MA TERESA MONDRAGON GONZALEZ
15|38|PAN-MC|MARIA DEL CARMEN CRUZ PAREDES|MA TERESA MONDRAGON GONZALEZ
15|38|PRD-MC|MARIA DEL CARMEN CRUZ PAREDES|MA TERESA MONDRAGON GONZALEZ
15|38|PT-MORENA-PES|KARLA YURITZI ALMAZÁN BURGOS|MARIA IMELDA AGUSTINA YESCAS RUIZ
15|38|PT-MORENA|KARLA YURITZI ALMAZÁN BURGOS|MARIA IMELDA AGUSTINA YESCAS RUIZ
15|38|PT-PES|KARLA YURITZI ALMAZÁN BURGOS|MARIA IMELDA AGUSTINA YESCAS RUIZ
15|38|MORENA-PES|KARLA YURITZI ALMAZÁN BURGOS|MARIA IMELDA AGUSTINA YESCAS RUIZ
15|38|PRI-PVEM-NA|CARLA JIMENA MORELL ISLAS|VANIA RAMOS RAMOS
15|38|PRI-PVEM|CARLA JIMENA MORELL ISLAS|VANIA RAMOS RAMOS
15|38|PRI-NA|CARLA JIMENA MORELL ISLAS|VANIA RAMOS RAMOS
15|38|PVEM-NA|CARLA JIMENA MORELL ISLAS|VANIA RAMOS RAMOS
15|39|PAN|AGUSTIN CORONA RAMIREZ|JOSE JESUS BUENDIA ROMERO
15|39|PRI|FERNANDO GONZALEZ MEJIA|FELIX BAEZ SACA
15|39|PRD|AGUSTIN CORONA RAMIREZ|JOSE JESUS BUENDIA ROMERO
15|39|PVEM|FERNANDO GONZALEZ MEJIA|FELIX BAEZ SACA
15|39|PT|JOSE LUIS MONTALVO LUNA|IVAN MORALES VELASCO
15|39|MC|AGUSTIN CORONA RAMIREZ|JOSE JESUS BUENDIA ROMERO
15|39|PANAL|FERNANDO GONZALEZ MEJIA|FELIX BAEZ SACA
15|39|MORENA|JOSE LUIS MONTALVO LUNA|IVAN MORALES VELASCO
15|39|PES|JOSE LUIS MONTALVO LUNA|IVAN MORALES VELASCO
15|39|PAN-PRD-MC|AGUSTIN CORONA RAMIREZ|JOSE JESUS BUENDIA ROMERO
15|39|PAN-PRD|AGUSTIN CORONA RAMIREZ|JOSE JESUS BUENDIA ROMERO
15|39|PAN-MC|AGUSTIN CORONA RAMIREZ|JOSE JESUS BUENDIA ROMERO
15|39|PRD-MC|AGUSTIN CORONA RAMIREZ|JOSE JESUS BUENDIA ROMERO
15|39|PT-MORENA-PES|JOSE LUIS MONTALVO LUNA|IVAN MORALES VELASCO
15|39|PT-MORENA|JOSE LUIS MONTALVO LUNA|IVAN MORALES VELASCO
15|39|PT-PES|JOSE LUIS MONTALVO LUNA|IVAN MORALES VELASCO
15|39|MORENA-PES|JOSE LUIS MONTALVO LUNA|IVAN MORALES VELASCO
15|39|PRI-PVEM-NA|FERNANDO GONZALEZ MEJIA|FELIX BAEZ SACA
15|39|PRI-PVEM|FERNANDO GONZALEZ MEJIA|FELIX BAEZ SACA
15|39|PRI-NA|FERNANDO GONZALEZ MEJIA|FELIX BAEZ SACA
15|39|PVEM-NA|FERNANDO GONZALEZ MEJIA|FELIX BAEZ SACA
15|40|PAN|RUTH SALINAS REYES|DANIELA POPOCA RIVERA
15|40|PRI|ADOLFO JONATHAN SOLIS GOMEZ|PATRICIO GARCIA TELLEZ
15|40|PRD|RUTH SALINAS REYES|DANIELA POPOCA RIVERA
15|40|PVEM|ADOLFO JONATHAN SOLIS GOMEZ|PATRICIO GARCIA TELLEZ
15|40|PT|MARCO ANTONIO REYES COLIN|ADRIAN ESTRADA ARRIAGA
15|40|MC|RUTH SALINAS REYES|DANIELA POPOCA RIVERA
15|40|PANAL|ADOLFO JONATHAN SOLIS GOMEZ|PATRICIO GARCIA TELLEZ
15|40|MORENA|MARCO ANTONIO REYES COLIN|ADRIAN ESTRADA ARRIAGA
15|40|PES|MARCO ANTONIO REYES COLIN|ADRIAN ESTRADA ARRIAGA
15|40|PAN-PRD-MC|RUTH SALINAS REYES|DANIELA POPOCA RIVERA
15|40|PAN-PRD|RUTH SALINAS REYES|DANIELA POPOCA RIVERA
15|40|PAN-MC|RUTH SALINAS REYES|DANIELA POPOCA RIVERA
15|40|PRD-MC|RUTH SALINAS REYES|DANIELA POPOCA RIVERA
15|40|PT-MORENA-PES|MARCO ANTONIO REYES COLIN|ADRIAN ESTRADA ARRIAGA
15|40|PT-MORENA|MARCO ANTONIO REYES COLIN|ADRIAN ESTRADA ARRIAGA
15|40|PT-PES|MARCO ANTONIO REYES COLIN|ADRIAN ESTRADA ARRIAGA
15|40|MORENA-PES|MARCO ANTONIO REYES COLIN|ADRIAN ESTRADA ARRIAGA
15|40|PRI-PVEM-NA|ADOLFO JONATHAN SOLIS GOMEZ|PATRICIO GARCIA TELLEZ
15|40|PRI-PVEM|ADOLFO JONATHAN SOLIS GOMEZ|PATRICIO GARCIA TELLEZ
15|40|PRI-NA|ADOLFO JONATHAN SOLIS GOMEZ|PATRICIO GARCIA TELLEZ
15|40|PVEM-NA|ADOLFO JONATHAN SOLIS GOMEZ|PATRICIO GARCIA TELLEZ
15|41|PAN|ELVIA VERONICA MAYORGA TRINIDAD|SILVIA BARRERA GARCES
15|41|PRI|MARIA GUADALUPE SALAZAR HERNANDEZ|MARIA HORTENSIA SANTILLAN MORENO
15|41|PRD|ELVIA VERONICA MAYORGA TRINIDAD|SILVIA BARRERA GARCES
15|41|PVEM|MARIA GUADALUPE SALAZAR HERNANDEZ|MARIA HORTENSIA SANTILLAN MORENO
15|41|PT|NANCY CLAUDIA RESENDIZ HERNANDEZ|DIANA LAURA ZAMORA ORIHUELA
15|41|MC|ELVIA VERONICA MAYORGA TRINIDAD|SILVIA BARRERA GARCES
15|41|PANAL|MARIA GUADALUPE SALAZAR HERNANDEZ|MARIA HORTENSIA SANTILLAN MORENO
15|41|MORENA|NANCY CLAUDIA RESENDIZ HERNANDEZ|DIANA LAURA ZAMORA ORIHUELA
15|41|PES|NANCY CLAUDIA RESENDIZ HERNANDEZ|DIANA LAURA ZAMORA ORIHUELA
15|41|PAN-PRD-MC|ELVIA VERONICA MAYORGA TRINIDAD|SILVIA BARRERA GARCES
15|41|PAN-PRD|ELVIA VERONICA MAYORGA TRINIDAD|SILVIA BARRERA GARCES
15|41|PAN-MC|ELVIA VERONICA MAYORGA TRINIDAD|SILVIA BARRERA GARCES
15|41|PRD-MC|ELVIA VERONICA MAYORGA TRINIDAD|SILVIA BARRERA GARCES
15|41|PT-MORENA-PES|NANCY CLAUDIA RESENDIZ HERNANDEZ|DIANA LAURA ZAMORA ORIHUELA
15|41|PT-MORENA|NANCY CLAUDIA RESENDIZ HERNANDEZ|DIANA LAURA ZAMORA ORIHUELA
15|41|PT-PES|NANCY CLAUDIA RESENDIZ HERNANDEZ|DIANA LAURA ZAMORA ORIHUELA
